geography code,reception_4yrs_5yrs_old_% obese,reception_4yrs_5yrs_old_Number measured,reception_4yrs_5yrs_old_Number obese,year_6_10yrs_11yrs_old_% obese,year_6_10yrs_11yrs_old_Number measured,year_6_10yrs_11yrs_old_Number obese
E02000462,0.10043668122270742,229,23,0.24630541871921183,203,50
E02000463,0.08414239482200647,309,26,0.19256756756756757,296,57
E02000464,0.12109375,256,31,0.23553719008264462,242,57
E02000465,0.12037037037037036,324,39,0.20306513409961685,261,53
E02000466,0.0943952802359882,339,32,0.21933085501858737,269,59
E02000467,0.15835140997830802,461,73,0.23703703703703705,405,96
E02000468,0.0945945945945946,296,28,0.23018867924528302,265,61
E02000469,0.10902255639097744,266,29,0.2193877551020408,196,43
E02000470,0.07555555555555556,225,17,0.15979381443298968,194,31
E02000471,0.07462686567164178,201,15,0.12322274881516587,211,26
E02000472,0.10465116279069768,344,36,0.1724137931034483,261,45
E02000473,0.10126582278481013,316,32,0.20774647887323944,284,59
E02000474,0.10355029585798817,338,35,0.2157676348547718,241,52
E02000475,0.1111111111111111,279,31,0.22169811320754718,212,47
E02000476,0.09415584415584416,308,29,0.20634920634920634,189,39
E02000477,0.0802675585284281,299,24,0.16666666666666666,288,48
E02000478,0.0898876404494382,89,8,0.17543859649122806,114,20
E02000479,0.10508474576271186,295,31,0.23555555555555555,225,53
E02000480,0.08020050125313283,399,32,0.1912751677852349,298,57
E02000481,0.07960199004975124,201,16,0.2024793388429752,242,49
E02000482,0.06936416184971098,173,12,0.16666666666666666,210,35
E02000483,0.11009174311926606,218,24,0.16267942583732056,209,34
E02000484,0.038314176245210725,261,10,0.2,225,45
E02000485,0.10486891385767791,267,28,0.2048780487804878,205,42
E02000486,0.13297872340425532,188,25,0.1875,208,39
E02000487,0.06572769953051644,213,14,0.11857707509881422,253,30
E02000488,0.12037037037037036,216,26,0.17318435754189945,179,31
E02000489,0.10505836575875487,257,27,0.2073170731707317,246,51
E02000490,0.11244979919678715,249,28,0.2619047619047619,252,66
E02000491,0.11813186813186813,364,43,0.22364217252396165,313,70
E02000492,0.13227513227513227,189,25,0.22981366459627328,161,37
E02000493,0.13805970149253732,268,37,0.24669603524229075,227,56
E02000494,0.047619047619047616,126,6,0.13541666666666666,96,13
E02000495,0.06713780918727916,283,19,0.19339622641509435,212,41
E02000496,0.10034602076124567,289,29,0.185,200,37
E02000497,0.07348242811501597,313,23,0.17551020408163265,245,43
E02000498,0.05855855855855856,222,13,0.1377245508982036,167,23
E02000499,0.07582938388625593,211,16,0.12173913043478261,230,28
E02000500,0.061224489795918366,245,15,0.1116751269035533,197,22
E02000501,0.08695652173913043,276,24,0.17391304347826086,276,48
E02000502,0.06312292358803986,301,19,0.15555555555555556,225,35
E02000503,0.0732484076433121,314,23,0.16498316498316498,297,49
E02000504,0.04905660377358491,265,13,0.0970873786407767,206,20
E02000506,0.09696969696969697,165,16,0.16585365853658537,205,34
E02000507,0.06647398843930635,346,23,0.19032258064516128,310,59
E02000508,0.07758620689655173,232,18,0.17415730337078653,178,31
E02000509,0.13333333333333333,270,36,0.2037914691943128,211,43
E02000510,0.10835913312693499,323,35,0.16423357664233576,274,45
E02000511,0.1116751269035533,394,44,0.20212765957446807,376,76
E02000512,0.11214953271028037,321,36,0.19269102990033224,301,58
E02000513,0.10669077757685352,553,59,0.2478134110787172,343,85
E02000514,0.11854684512428298,523,62,0.2647814910025707,389,103
E02000515,0.09691629955947137,454,44,0.20209059233449478,287,58
E02000516,0.10638297872340426,423,45,0.24836601307189543,306,76
E02000517,0.09922178988326848,514,51,0.22284122562674094,359,80
E02000518,0.12303664921465969,382,47,0.26479750778816197,321,85
E02000519,0.12240184757505773,433,53,0.22058823529411764,340,75
E02000520,0.0903010033444816,598,54,0.25,448,112
E02000521,0.11132075471698114,530,59,0.19950738916256158,406,81
E02000522,0.08018867924528301,424,34,0.23357664233576642,274,64
E02000523,0.09856262833675565,487,48,0.23115577889447236,398,92
E02000524,0.1091703056768559,229,25,0.28,175,49
E02000525,0.13090128755364808,466,61,0.23154362416107382,298,69
E02000526,0.04697986577181208,149,7,0.10256410256410256,117,12
E02000528,0.12903225806451613,465,60,0.2508591065292096,291,73
E02000529,0.11370262390670553,343,39,0.26755852842809363,299,80
E02000530,0.06985294117647059,272,19,0.23348017621145375,227,53
E02000531,0.09602649006622517,302,29,0.18552036199095023,221,41
E02000532,0.09130434782608696,230,21,0.18421052631578946,190,35
E02000533,0.07048458149779736,227,16,0.13286713286713286,143,19
E02000534,0.09215017064846416,293,27,0.14516129032258066,186,27
E02000535,0.10816777041942605,453,49,0.25757575757575757,396,102
E02000536,0.1339031339031339,351,47,0.24516129032258063,310,76
E02000537,0.09830508474576272,295,29,0.23115577889447236,199,46
E02000538,0.11691542288557213,402,47,0.2762237762237762,286,79
E02000539,0.1038135593220339,472,49,0.22443181818181818,352,79
E02000540,0.10256410256410256,390,40,0.188,250,47
E02000541,0.11684782608695653,368,43,0.2664359861591695,289,77
E02000542,0.09978308026030369,461,46,0.2869822485207101,338,97
E02000543,0.10986964618249534,537,59,0.21019108280254778,314,66
E02000544,0.09712230215827339,278,27,0.16260162601626016,246,40
E02000545,0.10495626822157435,343,36,0.22,250,55
E02000546,0.12761020881670534,431,55,0.2546916890080429,373,95
E02000547,0.1079136690647482,417,45,0.2947019867549669,302,89
E02000548,0.11694510739856802,419,49,0.25597269624573377,293,75
E02000549,0.15862068965517243,435,69,0.23867069486404835,331,79
E02000550,0.14901960784313725,510,76,0.23298429319371727,382,89
E02000551,0.11352657004830918,414,47,0.2861356932153392,339,97
E02000552,0.12121212121212122,396,48,0.2938775510204082,245,72
E02000553,0.16731517509727625,257,43,0.23,200,46
E02000554,0.11003236245954692,309,34,0.24896265560165975,241,60
E02000555,0.04460966542750929,269,12,0.16299559471365638,227,37
E02000556,0.08602150537634409,279,24,0.26804123711340205,194,52
E02000557,0.11650485436893204,206,24,0.15675675675675677,185,29
E02000558,0.1323943661971831,355,47,0.25830258302583026,271,70
E02000559,0.11594202898550725,276,32,0.14201183431952663,169,24
E02000560,0.09558823529411764,136,13,0.24731182795698925,93,23
E02000561,0.04854368932038835,206,10,0.11194029850746269,134,15
E02000562,0.06403940886699508,203,13,0.1864406779661017,177,33
E02000563,0.11790393013100436,229,27,0.2818181818181818,220,62
E02000564,0.12796208530805686,211,27,0.21153846153846154,208,44
E02000565,0.13135593220338984,236,31,0.27111111111111114,225,61
E02000566,0.0847457627118644,177,15,0.2152777777777778,144,31
E02000567,0.1330049261083744,203,27,0.18518518518518517,216,40
E02000568,0.11244979919678715,249,28,0.3039647577092511,227,69
E02000569,0.09965635738831616,291,29,0.2878787878787879,198,57
E02000570,0.10687022900763359,131,14,0.20535714285714285,112,23
E02000571,0.11009174311926606,218,24,0.17204301075268819,186,32
E02000572,0.14634146341463414,287,42,0.21518987341772153,237,51
E02000573,0.0379746835443038,158,6,0.24742268041237114,97,24
E02000574,0.13274336283185842,113,15,0.22522522522522523,111,25
E02000575,0.10416666666666667,240,25,0.21428571428571427,154,33
E02000576,0.13333333333333333,285,38,0.23504273504273504,234,55
E02000577,0.12931034482758622,232,30,0.19924812030075187,266,53
E02000578,0.116751269035533,197,23,0.25,200,50
E02000579,0.0967741935483871,186,18,0.16666666666666666,156,26
E02000580,0.14935064935064934,154,23,0.2318840579710145,138,32
E02000581,0.1059322033898305,236,25,0.28063241106719367,253,71
E02000582,s,56,s,s,48,s
E02000583,0.14545454545454545,55,8,0.21428571428571427,70,15
E02000584,0.0425531914893617,141,6,0.21568627450980393,51,11
E02000585,0.13402061855670103,97,13,0.15625,96,15
E02000586,s,43,s,s,35,s
E02000587,0.0660377358490566,106,7,0.23529411764705882,68,16
E02000588,s,22,s,s,25,s
E02000589,s,94,s,0.16393442622950818,61,10
E02000590,0.06382978723404255,94,6,0.1891891891891892,74,14
E02000591,s,78,s,0.18867924528301888,53,10
E02000592,s,62,s,s,34,s
E02000593,s,128,s,0.22580645161290322,62,14
E02000594,s,51,s,s,42,s
E02000595,s,37,s,s,26,s
E02000596,s,55,s,s,40,s
E02000597,0.10077519379844961,129,13,0.2158273381294964,139,30
E02000598,0.03519061583577713,341,12,0.11724137931034483,290,34
E02000599,s,109,s,0.15966386554621848,119,19
E02000600,0.0473186119873817,317,15,0.18840579710144928,207,39
E02000601,0.03468208092485549,519,18,0.12420382165605096,314,39
E02000602,0.09826589595375723,346,34,0.22058823529411764,204,45
E02000603,0.0960960960960961,333,32,0.15658362989323843,281,44
E02000604,0.06306306306306306,333,21,0.14336917562724014,279,40
E02000605,0.05090909090909091,275,14,0.104,250,26
E02000606,0.05325443786982249,169,9,0.18699186991869918,123,23
E02000607,0.034482758620689655,232,8,0.10144927536231885,138,14
E02000608,s,153,s,s,58,s
E02000609,0.07981220657276995,213,17,0.16964285714285715,224,38
E02000610,0.05405405405405406,185,10,s,104,s
E02000611,0.06513409961685823,261,17,0.12236286919831224,237,29
E02000612,0.048034934497816595,229,11,0.1483050847457627,236,35
E02000613,0.03814713896457766,367,14,0.10964912280701754,228,25
E02000614,0.0679886685552408,353,24,0.21428571428571427,308,66
E02000615,0.07272727272727272,220,16,0.21951219512195122,205,45
E02000616,0.09387755102040816,245,23,0.24431818181818182,176,43
E02000617,0.0855457227138643,339,29,0.24738675958188153,287,71
E02000619,0.1111111111111111,234,26,0.23195876288659795,194,45
E02000620,0.11904761904761904,252,30,0.25,220,55
E02000621,0.08095238095238096,210,17,0.24651162790697675,215,53
E02000622,0.11666666666666667,180,21,0.27485380116959063,171,47
E02000623,0.145985401459854,274,40,0.2610294117647059,272,71
E02000624,0.1752136752136752,234,41,0.2912621359223301,206,60
E02000625,0.12987012987012986,308,40,0.2560553633217993,289,74
E02000626,0.12944983818770225,309,40,0.2517241379310345,290,73
E02000627,0.12359550561797752,267,33,0.2814070351758794,199,56
E02000628,0.13297872340425532,376,50,0.26813880126182965,317,85
E02000629,0.08670520231213873,173,15,0.23484848484848486,132,31
E02000630,0.14074074074074075,135,19,0.23809523809523808,105,25
E02000631,0.1015625,256,26,0.15668202764976957,217,34
E02000632,0.168,125,21,0.330188679245283,106,35
E02000633,0.09926470588235294,272,27,0.2631578947368421,266,70
E02000634,0.1456953642384106,151,22,0.2671232876712329,146,39
E02000635,0.10424710424710425,259,27,0.24019607843137256,204,49
E02000636,0.0784313725490196,102,8,0.23170731707317074,82,19
E02000637,0.107981220657277,213,23,0.22857142857142856,140,32
E02000638,0.12867647058823528,272,35,0.2163265306122449,245,53
E02000639,0.17475728155339806,309,54,0.27835051546391754,291,81
E02000640,0.05944055944055944,286,17,0.23863636363636365,176,42
E02000641,0.14689265536723164,354,52,0.26345609065155806,353,93
E02000642,0.09174311926605505,327,30,0.17410714285714285,224,39
E02000643,0.14049586776859505,242,34,0.19597989949748743,199,39
E02000644,0.10801393728222997,287,31,0.18502202643171806,227,42
E02000645,0.09811320754716982,265,26,0.24571428571428572,175,43
E02000646,0.06310679611650485,206,13,0.19858156028368795,141,28
E02000647,0.09523809523809523,252,24,0.22,200,44
E02000648,0.10632183908045977,348,37,0.25316455696202533,316,80
E02000649,0.08284023668639054,338,28,0.2318181818181818,220,51
E02000650,0.12133891213389121,239,29,0.2561576354679803,203,52
E02000651,0.09848484848484848,264,26,0.19170984455958548,193,37
E02000652,0.09293680297397769,269,25,0.25384615384615383,260,66
E02000653,0.13069908814589665,329,43,0.28169014084507044,284,80
E02000654,0.13648293963254593,381,52,0.25874125874125875,286,74
E02000655,0.13584905660377358,265,36,0.27631578947368424,228,63
E02000657,0.07604562737642585,263,20,0.27184466019417475,206,56
E02000658,0.1271186440677966,236,30,0.2413793103448276,203,49
E02000659,0.11363636363636363,220,25,0.21084337349397592,166,35
E02000660,0.12980769230769232,208,27,0.23717948717948717,156,37
E02000661,0.07228915662650602,166,12,0.25,100,25
E02000662,0.103125,320,33,0.22727272727272727,220,50
E02000663,0.0594059405940594,202,12,0.28662420382165604,157,45
E02000664,0.12044817927170869,357,43,0.24892703862660945,233,58
E02000665,0.09966777408637874,301,30,0.22093023255813954,172,38
E02000666,0.08366533864541832,251,21,0.23076923076923078,182,42
E02000667,0.068,250,17,0.1949685534591195,159,31
E02000668,0.06756756756756757,222,15,0.1564245810055866,179,28
E02000669,0.11857707509881422,253,30,0.25806451612903225,155,40
E02000670,0.13861386138613863,303,42,0.19428571428571428,175,34
E02000671,0.06837606837606838,351,24,0.19689119170984457,193,38
E02000672,0.1355421686746988,332,45,0.205607476635514,214,44
E02000673,0.09302325581395349,301,28,0.15566037735849056,212,33
E02000674,0.09659090909090909,352,34,0.25,316,79
E02000675,0.08070175438596491,285,23,0.24017467248908297,229,55
E02000676,0.08250825082508251,303,25,0.22897196261682243,214,49
E02000677,0.11917098445595854,193,23,0.19491525423728814,118,23
E02000678,0.09712230215827339,278,27,0.25925925925925924,243,63
E02000679,0.11038961038961038,308,34,0.25,224,56
E02000680,0.08766233766233766,308,27,0.2916666666666667,192,56
E02000681,0.08950617283950617,324,29,0.2796934865900383,261,73
E02000682,0.14754098360655737,366,54,0.24202127659574468,376,91
E02000683,0.13438735177865613,253,34,0.24413145539906103,213,52
E02000685,0.11371237458193979,299,34,0.2784313725490196,255,71
E02000686,0.14705882352941177,340,50,0.2838983050847458,236,67
E02000687,0.09747292418772563,277,27,0.27040816326530615,196,53
E02000689,0.0410958904109589,292,12,0.1048951048951049,143,15
E02000690,s,40,s,s,31,s
E02000691,0.06358381502890173,173,11,0.14285714285714285,119,17
E02000692,s,98,s,s,28,s
E02000693,0.0778688524590164,244,19,0.1322314049586777,121,16
E02000694,0.06402439024390244,328,21,0.19047619047619047,147,28
E02000695,0.1111111111111111,279,31,0.2616822429906542,214,56
E02000696,0.11688311688311688,308,36,0.24434389140271492,221,54
E02000697,s,224,s,0.1346153846153846,156,21
E02000698,s,218,s,0.088,125,11
E02000699,s,260,s,0.056338028169014086,142,8
E02000700,0.10559006211180125,322,34,0.22448979591836735,245,55
E02000701,0.13675213675213677,351,48,0.2730496453900709,282,77
E02000702,0.15123456790123457,324,49,0.3054545454545455,275,84
E02000703,0.06896551724137931,261,18,0.10891089108910891,202,22
E02000704,0.05687203791469194,211,12,0.2073170731707317,164,34
E02000705,0.11743772241992882,281,33,0.19776119402985073,268,53
E02000706,0.13129102844638948,457,60,0.23174603174603176,315,73
E02000707,0.1226158038147139,367,45,0.26332288401253917,319,84
E02000708,0.049689440993788817,322,16,0.183206106870229,262,48
E02000709,0.04838709677419355,248,12,0.20093457943925233,214,43
E02000710,0.1271186440677966,354,45,0.2589641434262948,251,65
E02000711,0.10682492581602374,337,36,0.23508771929824562,285,67
E02000712,0.115625,320,37,0.2147239263803681,326,70
E02000713,0.10227272727272728,264,27,0.18614718614718614,231,43
E02000714,0.16715542521994134,341,57,0.2342007434944238,269,63
E02000715,0.12295081967213115,366,45,0.26666666666666666,300,80
E02000716,0.11271676300578035,346,39,0.24793388429752067,242,60
E02000717,0.1446700507614213,394,57,0.25833333333333336,360,93
E02000718,0.11734693877551021,392,46,0.2735294117647059,340,93
E02000719,0.15498154981549817,271,42,0.2815533980582524,206,58
E02000720,0.10357142857142858,280,29,0.2736318407960199,201,55
E02000721,0.13451776649746192,394,53,0.24431818181818182,352,86
E02000722,0.109375,256,28,0.2887700534759358,187,54
E02000723,0.10739856801909307,419,45,0.2521489971346705,349,88
E02000724,0.08904109589041095,438,39,0.24456521739130435,368,90
E02000725,0.06521739130434782,230,15,0.2192513368983957,187,41
E02000726,0.15,300,45,0.23776223776223776,286,68
E02000727,0.09063444108761329,331,30,0.26640926640926643,259,69
E02000728,0.11466666666666667,375,43,0.23890784982935154,293,70
E02000729,0.12186379928315412,279,34,0.1822429906542056,214,39
E02000730,0.11794871794871795,390,46,0.1865079365079365,252,47
E02000731,0.13740458015267176,393,54,0.2558139534883721,344,88
E02000732,0.11869436201780416,337,40,0.26557377049180325,305,81
E02000733,0.12359550561797752,356,44,0.29069767441860467,344,100
E02000734,0.16037735849056603,318,51,0.2518796992481203,266,67
E02000735,0.11854103343465046,329,39,0.21991701244813278,241,53
E02000736,0.07407407407407407,432,32,0.25888324873096447,394,102
E02000737,0.12648221343873517,506,64,0.2564705882352941,425,109
E02000738,0.12056737588652482,423,51,0.29508196721311475,366,108
E02000739,0.1447811447811448,297,43,0.2925764192139738,229,67
E02000740,0.10104529616724739,287,29,0.2816326530612245,245,69
E02000741,0.15211970074812967,401,61,0.2695035460992908,282,76
E02000742,0.12300683371298406,439,54,0.27089337175792505,347,94
E02000743,0.16666666666666666,384,64,0.31596091205211724,307,97
E02000744,0.15196078431372548,408,62,0.3047945205479452,292,89
E02000745,0.128686327077748,373,48,0.2348993288590604,298,70
E02000746,0.1288135593220339,295,38,0.2242152466367713,223,50
E02000747,0.15286624203821655,314,48,0.25075528700906347,331,83
E02000748,0.12580645161290321,310,39,0.20418848167539266,191,39
E02000749,0.12967581047381546,401,52,0.2878338278931751,337,97
E02000750,0.12412177985948478,427,53,0.31353135313531355,303,95
E02000751,0.0752212389380531,226,17,0.12315270935960591,203,25
E02000752,0.12286689419795221,293,36,0.2988929889298893,271,81
E02000753,0.06985294117647059,272,19,0.21991701244813278,241,53
E02000754,0.08597285067873303,221,19,0.16363636363636364,220,36
E02000755,0.10909090909090909,165,18,0.20134228187919462,149,30
E02000756,0.1130820399113082,451,51,0.2647058823529412,408,108
E02000757,0.07874015748031496,381,30,0.15602836879432624,282,44
E02000758,0.10144927536231885,207,21,0.27232142857142855,224,61
E02000759,0.08935361216730038,526,47,0.2128146453089245,437,93
E02000760,0.09540636042402827,283,27,0.25517241379310346,290,74
E02000762,0.0782122905027933,179,14,0.255,200,51
E02000763,0.12857142857142856,280,36,0.21245421245421245,273,58
E02000764,0.05555555555555555,288,16,0.13793103448275862,203,28
E02000765,0.07441860465116279,215,16,0.17937219730941703,223,40
E02000767,0.10104529616724739,287,29,0.21621621621621623,259,56
E02000768,0.11386138613861387,202,23,0.22580645161290322,124,28
E02000769,0.13566433566433567,715,97,0.27387387387387385,555,152
E02000770,0.12063492063492064,315,38,0.19618528610354224,367,72
E02000772,0.10385756676557864,337,35,0.2530487804878049,328,83
E02000773,0.1712846347607053,397,68,0.2471131639722864,433,107
E02000774,0.07232704402515723,318,23,0.27,300,81
E02000776,0.09061488673139159,309,28,0.2330508474576271,236,55
E02000777,0.07537688442211055,199,15,0.1595744680851064,188,30
E02000779,0.10335195530726257,358,37,0.25925925925925924,216,56
E02000780,0.10935441370223979,759,83,0.20875420875420875,594,124
E02000781,0.12627986348122866,586,74,0.23118279569892472,558,129
E02000782,0.1092436974789916,476,52,0.2689295039164491,383,103
E02000783,0.13031161473087818,353,46,0.24307692307692308,325,79
E02000784,0.04819277108433735,166,8,0.14655172413793102,116,17
E02000785,0.046296296296296294,216,10,0.07142857142857142,140,10
E02000786,0.052763819095477386,398,21,0.11330049261083744,203,23
E02000787,0.04371584699453552,366,16,0.1444866920152091,263,38
E02000788,0.047752808988764044,356,17,0.09302325581395349,215,20
E02000789,0.052941176470588235,170,9,0.13402061855670103,97,13
E02000790,0.029914529914529916,234,7,0.08148148148148149,135,11
E02000791,0.048,125,6,s,66,s
E02000792,0.03888888888888889,180,7,s,132,s
E02000793,0.10181818181818182,275,28,0.14912280701754385,228,34
E02000794,0.05263157894736842,247,13,0.10588235294117647,170,18
E02000795,0.031413612565445025,191,6,0.09154929577464789,142,13
E02000796,0.0958904109589041,365,35,0.18885448916408668,323,61
E02000797,0.04081632653061224,245,10,0.14166666666666666,120,17
E02000798,0.05274725274725275,455,24,0.10803324099722991,361,39
E02000799,0.06060606060606061,165,10,0.05714285714285714,140,8
E02000800,0.056179775280898875,178,10,0.13548387096774195,155,21
E02000801,0.051181102362204724,254,13,0.09554140127388536,157,15
E02000802,0.064,250,16,0.07103825136612021,183,13
E02000803,0.0777027027027027,296,23,0.19742489270386265,233,46
E02000804,0.07630522088353414,249,19,0.0625,192,12
E02000805,0.06361323155216285,393,25,0.10144927536231885,276,28
E02000806,0.05263157894736842,342,18,0.14583333333333334,192,28
E02000807,0.09395973154362416,149,14,0.19626168224299065,107,21
E02000808,0.1301775147928994,169,22,0.17757009345794392,107,19
E02000809,0.14814814814814814,135,20,0.25984251968503935,127,33
E02000810,0.10727969348659004,261,28,0.27522935779816515,218,60
E02000812,0.12393162393162394,234,29,0.22321428571428573,224,50
E02000813,0.10139860139860139,286,29,0.30303030303030304,198,60
E02000814,0.07936507936507936,126,10,0.2689075630252101,119,32
E02000815,0.12280701754385964,171,21,0.22641509433962265,106,24
E02000816,0.12915129151291513,271,35,0.25853658536585367,205,53
E02000817,0.12149532710280374,214,26,0.33727810650887574,169,57
E02000818,0.18226600985221675,203,37,0.3621621621621622,185,67
E02000819,0.10434782608695652,230,24,0.3333333333333333,231,77
E02000820,0.12903225806451613,217,28,0.25471698113207547,212,54
E02000821,0.17261904761904762,336,58,0.3287671232876712,292,96
E02000822,0.20238095238095238,336,68,0.28991596638655465,238,69
E02000823,0.14112903225806453,248,35,0.30414746543778803,217,66
E02000824,0.13702623906705538,343,47,0.28969359331476324,359,104
E02000825,0.15294117647058825,340,52,0.2917933130699088,329,96
E02000826,0.15658362989323843,281,44,0.28517110266159695,263,75
E02000827,0.15681233933161953,389,61,0.3081570996978852,331,102
E02000828,0.18055555555555555,288,52,0.33587786259541985,262,88
E02000829,0.16279069767441862,344,56,0.26217228464419473,267,70
E02000830,0.07462686567164178,201,15,0.23776223776223776,143,34
E02000831,0.10743801652892562,242,26,0.26804123711340205,194,52
E02000832,0.1495601173020528,341,51,0.2703583061889251,307,83
E02000833,0.10546875,256,27,0.2804232804232804,189,53
E02000834,0.07303370786516854,178,13,0.183206106870229,131,24
E02000835,0.0695364238410596,302,21,0.2222222222222222,198,44
E02000836,0.05327868852459016,244,13,0.14285714285714285,189,27
E02000837,0.06504065040650407,246,16,0.1270718232044199,181,23
E02000838,0.1038961038961039,231,24,0.1780821917808219,219,39
E02000839,0.14285714285714285,224,32,0.2922077922077922,154,45
E02000840,0.1105121293800539,371,41,0.2305194805194805,308,71
E02000841,0.10875331564986737,377,41,0.2558139534883721,344,88
E02000842,0.07964601769911504,226,18,0.2151394422310757,251,54
E02000843,0.0732484076433121,314,23,0.24404761904761904,168,41
E02000844,0.11075949367088607,316,35,0.2578397212543554,287,74
E02000845,0.06753246753246753,385,26,0.11940298507462686,268,32
E02000846,0.07604562737642585,263,20,0.1917808219178082,219,42
E02000847,0.06692913385826772,254,17,0.1700404858299595,247,42
E02000848,0.07971014492753623,276,22,0.16129032258064516,310,50
E02000849,0.06930693069306931,303,21,0.1651376146788991,218,36
E02000850,0.06336088154269973,363,23,0.20408163265306123,343,70
E02000851,0.09554140127388536,314,30,0.22429906542056074,214,48
E02000852,0.08791208791208792,273,24,0.1553398058252427,206,32
E02000853,0.08561643835616438,292,25,0.1894273127753304,227,43
E02000854,0.058823529411764705,255,15,0.13917525773195877,194,27
E02000855,0.06726457399103139,223,15,0.14285714285714285,245,35
E02000856,0.06181818181818182,275,17,0.16129032258064516,217,35
E02000857,0.08949416342412451,257,23,0.18309859154929578,142,26
E02000858,0.09705882352941177,340,33,0.25,304,76
E02000859,0.08273381294964029,278,23,0.21739130434782608,184,40
E02000860,0.10810810810810811,259,28,0.19879518072289157,166,33
E02000861,0.041237113402061855,194,8,0.1404494382022472,178,25
E02000863,0.06707317073170732,164,11,0.16666666666666666,156,26
E02000864,0.14285714285714285,280,40,0.2827868852459016,244,69
E02000865,0.1444866920152091,263,38,0.2693877551020408,245,66
E02000866,0.125,256,32,0.2052401746724891,229,47
E02000867,0.1118421052631579,304,34,0.2261904761904762,252,57
E02000868,0.1878453038674033,181,34,0.25842696629213485,178,46
E02000869,0.18562874251497005,167,31,0.2536231884057971,138,35
E02000870,0.15492957746478872,213,33,0.23809523809523808,189,45
E02000871,0.13664596273291926,483,66,0.2578947368421053,380,98
E02000872,0.11627906976744186,215,25,0.28217821782178215,202,57
E02000873,0.13355048859934854,307,41,0.21686746987951808,249,54
E02000874,0.1220472440944882,254,31,0.2594142259414226,239,62
E02000875,0.11159737417943107,457,51,0.24708624708624707,429,106
E02000876,0.14666666666666667,225,33,0.25268817204301075,186,47
E02000877,0.13062098501070663,467,61,0.3108433734939759,415,129
E02000878,0.1415525114155251,219,31,0.24267782426778242,239,58
E02000879,0.14705882352941177,272,40,0.232,250,58
E02000880,0.11462450592885376,253,29,0.29015544041450775,193,56
E02000881,0.13370473537604458,359,48,0.25277777777777777,360,91
E02000882,0.11627906976744186,387,45,0.2777777777777778,360,100
E02000883,0.12413793103448276,435,54,0.23782234957020057,349,83
E02000884,0.12280701754385964,285,35,0.2523364485981308,214,54
E02000885,0.17857142857142858,280,50,0.2607003891050584,257,67
E02000886,0.11904761904761904,210,25,0.2543352601156069,173,44
E02000887,0.11548556430446194,381,44,0.2704225352112676,355,96
E02000888,0.10967741935483871,310,34,0.275,240,66
E02000889,0.11610486891385768,267,31,0.19205298013245034,151,29
E02000890,0.11904761904761904,84,10,0.1111111111111111,54,6
E02000891,0.1307901907356948,367,48,0.2563176895306859,277,71
E02000893,0.07883817427385892,241,19,0.27167630057803466,173,47
E02000894,0.08016877637130802,237,19,0.2631578947368421,152,40
E02000895,0.10408921933085502,269,28,0.20512820512820512,234,48
E02000896,0.07480314960629922,254,19,0.16299559471365638,227,37
E02000897,0.08680555555555555,288,25,0.18587360594795538,269,50
E02000898,0.10504201680672269,238,25,0.15891472868217055,258,41
E02000899,0.1099290780141844,282,31,0.21962616822429906,214,47
E02000900,0.11271676300578035,346,39,0.2662337662337662,308,82
E02000901,0.057926829268292686,328,19,0.17714285714285713,350,62
E02000902,0.08781869688385269,353,31,0.25773195876288657,291,75
E02000903,0.11868686868686869,396,47,0.26433915211970077,401,106
E02000904,0.10985915492957747,355,39,0.1879432624113475,282,53
E02000905,0.10606060606060606,396,42,0.23853211009174313,327,78
E02000906,0.09072164948453608,485,44,0.2403560830860534,337,81
E02000907,0.125531914893617,470,59,0.2793733681462141,383,107
E02000908,0.09375,448,42,0.2367601246105919,321,76
E02000909,0.09313725490196079,408,38,0.2163265306122449,245,53
E02000910,0.10401891252955082,423,44,0.23129251700680273,294,68
E02000911,0.13195876288659794,485,64,0.247557003257329,307,76
E02000912,0.08051948051948052,385,31,0.2634730538922156,334,88
E02000913,0.07886435331230283,317,25,0.21825396825396826,252,55
E02000914,0.11699779249448124,453,53,0.2719546742209632,353,96
E02000915,0.07755102040816327,245,19,0.17676767676767677,198,35
E02000916,0.125,448,56,0.21639344262295082,305,66
E02000917,0.14322916666666666,384,55,0.23766816143497757,223,53
E02000918,0.11254019292604502,311,35,0.20920502092050208,239,50
E02000919,0.11589403973509933,302,35,0.32,200,64
E02000920,0.12903225806451613,372,48,0.23890784982935154,293,70
E02000921,0.11428571428571428,420,48,0.2519893899204244,377,95
E02000922,0.1103448275862069,435,48,0.23411371237458195,299,70
E02000923,s,89,s,0.25609756097560976,82,21
E02000924,0.11912225705329153,319,38,0.2577777777777778,225,58
E02000925,0.11857707509881422,253,30,0.25225225225225223,222,56
E02000926,0.1597222222222222,144,23,0.26956521739130435,115,31
E02000927,0.11363636363636363,132,15,0.26732673267326734,101,27
E02000928,0.057777777777777775,225,13,0.14634146341463414,123,18
E02000929,0.13768115942028986,276,38,0.2647058823529412,238,63
E02000930,0.1048951048951049,143,15,0.2222222222222222,81,18
E02000931,0.024390243902439025,246,6,0.13953488372093023,86,12
E02000932,s,169,s,0.14102564102564102,78,11
E02000933,0.06382978723404255,141,9,0.19130434782608696,115,22
E02000934,0.08547008547008547,117,10,0.1951219512195122,82,16
E02000935,0.12286689419795221,293,36,0.24468085106382978,188,46
